,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
16022,mei,tracer,mercy,zenyatta,dva,winston
16023,hanzo,ana,lucio,reinhardt,roadhog,zarya
16024,genji,soldier76,tracer,ana,lucio,winston
16025,pharah,tracer,lucio,mercy,dva,winston
16026,genji,pharah,ana,lucio,reinhardt,zarya
16027,genji,tracer,ana,lucio,reinhardt,zarya
16028,genji,tracer,lucio,zenyatta,dva,winston
16029,mei,soldier76,lucio,zenyatta,dva,winston
16030,mccree,tracer,ana,lucio,dva,reinhardt
16031,soldier76,ana,mercy,dva,reinhardt,zarya
16032,genji,tracer,lucio,zenyatta,dva,winston
16033,genji,reaper,ana,lucio,reinhardt,zarya
16034,reaper,tracer,ana,lucio,dva,reinhardt
16035,genji,pharah,tracer,lucio,zenyatta,winston
16036,junkrat,soldier76,tracer,lucio,zenyatta,reinhardt
16037,mccree,reaper,lucio,zenyatta,reinhardt,zarya
16038,reaper,tracer,ana,lucio,reinhardt,zarya
16039,soldier76,tracer,ana,lucio,dva,winston
16040,tracer,lucio,mercy,dva,reinhardt,winston
16041,genji,pharah,soldier76,lucio,mercy,winston
16042,junkrat,widowmaker,mercy,zenyatta,dva,winston
16043,junkrat,tracer,mercy,zenyatta,dva,winston
16044,genji,pharah,tracer,ana,lucio,winston
16045,pharah,soldier76,lucio,zenyatta,dva,winston
16046,widowmaker,tracer,mercy,zenyatta,dva,orisa
16047,soldier76,ana,lucio,reinhardt,roadhog,zarya
16048,junkrat,soldier76,ana,lucio,reinhardt,zarya
16049,junkrat,mccree,lucio,zenyatta,dva,winston
16050,soldier76,tracer,ana,lucio,dva,winston
16051,genji,tracer,mercy,zenyatta,dva,winston
16052,mccree,tracer,lucio,zenyatta,dva,winston
16053,pharah,tracer,lucio,mercy,dva,winston
16054,genji,tracer,lucio,zenyatta,dva,winston
16055,genji,tracer,lucio,zenyatta,dva,winston
16056,soldier76,ana,lucio,dva,reinhardt,roadhog
16057,reaper,tracer,lucio,mercy,orisa,roadhog
16058,genji,ana,lucio,reinhardt,roadhog,zarya
16059,soldier76,tracer,lucio,zenyatta,winston,zarya
16060,genji,soldier76,ana,lucio,reinhardt,zarya
16061,mei,tracer,ana,lucio,dva,winston
16062,soldier76,tracer,ana,lucio,dva,winston
16063,genji,tracer,ana,lucio,dva,winston
16064,tracer,lucio,zenyatta,dva,winston,zarya
16065,genji,tracer,lucio,zenyatta,dva,winston
16066,soldier76,sombra,tracer,lucio,dva,reinhardt
16067,genji,sombra,tracer,lucio,dva,winston
16068,soldier76,tracer,ana,lucio,dva,winston
16069,soldier76,tracer,lucio,zenyatta,dva,winston
16070,genji,tracer,ana,lucio,dva,reinhardt
16071,genji,tracer,ana,lucio,winston,zarya
16072,mei,tracer,ana,lucio,reinhardt,zarya
16073,reaper,tracer,ana,lucio,reinhardt,zarya
16074,mccree,soldier76,tracer,lucio,dva,winston
16075,widowmaker,tracer,lucio,zenyatta,dva,winston
16076,genji,mccree,ana,lucio,reinhardt,zarya
16077,genji,tracer,ana,lucio,reinhardt,zarya
16078,soldier76,ana,lucio,dva,reinhardt,zarya
16079,mccree,ana,lucio,dva,reinhardt,zarya
16080,soldier76,ana,lucio,dva,reinhardt,winston
16081,genji,pharah,ana,lucio,winston,zarya
16082,bastion,soldier76,ana,lucio,dva,winston
16083,mccree,soldier76,ana,lucio,dva,reinhardt
16084,pharah,soldier76,tracer,lucio,zenyatta,winston
16085,mccree,reaper,lucio,zenyatta,winston,zarya
16086,genji,tracer,ana,zenyatta,dva,winston
16087,doomfist,tracer,ana,lucio,dva,winston
16088,mccree,tracer,lucio,zenyatta,winston,zarya
16089,genji,tracer,lucio,zenyatta,dva,winston
16090,soldier76,sombra,tracer,lucio,dva,winston
16091,junkrat,widowmaker,mercy,zenyatta,dva,roadhog
16092,genji,ana,lucio,reinhardt,roadhog,zarya
16093,genji,soldier76,tracer,ana,lucio,winston
16094,genji,tracer,lucio,zenyatta,dva,winston
16095,bastion,junkrat,widowmaker,mercy,dva,orisa
16096,mei,genji,tracer,lucio,dva,winston
16097,genji,soldier76,tracer,ana,lucio,winston
16098,widowmaker,genji,lucio,zenyatta,dva,winston
16099,genji,tracer,lucio,zenyatta,dva,winston
16100,torbjorn,genji,tracer,zenyatta,dva,winston
16101,soldier76,sombra,lucio,zenyatta,dva,winston
16102,genji,pharah,tracer,lucio,mercy,winston
16103,tracer,ana,lucio,dva,winston,zarya
16104,genji,tracer,ana,lucio,dva,reinhardt
16105,genji,ana,lucio,reinhardt,roadhog,zarya
16106,soldier76,ana,lucio,reinhardt,roadhog,zarya
16107,soldier76,tracer,lucio,zenyatta,dva,winston
16108,widowmaker,tracer,mercy,zenyatta,dva,winston
16109,mccree,reaper,ana,lucio,reinhardt,zarya
16110,genji,soldier76,ana,lucio,reinhardt,zarya
16111,widowmaker,sombra,tracer,mercy,dva,winston
16112,soldier76,tracer,ana,lucio,reinhardt,zarya
16113,mccree,tracer,mercy,zenyatta,dva,winston
16114,genji,tracer,mercy,zenyatta,dva,winston
16115,soldier76,tracer,lucio,zenyatta,dva,winston
16116,pharah,tracer,lucio,mercy,dva,winston
16117,mccree,ana,symmetra,dva,reinhardt,zarya
16118,hanzo,genji,tracer,lucio,dva,winston
16119,genji,pharah,lucio,mercy,winston,zarya
16120,genji,sombra,tracer,lucio,dva,winston
16121,genji,sombra,tracer,lucio,zenyatta,winston
16122,reaper,tracer,lucio,zenyatta,winston,zarya
16123,soldier76,tracer,ana,dva,reinhardt,roadhog
16124,soldier76,ana,lucio,dva,reinhardt,roadhog
16125,mccree,soldier76,ana,lucio,dva,reinhardt
16126,widowmaker,genji,tracer,lucio,dva,winston
16127,mccree,tracer,ana,lucio,reinhardt,zarya
16128,genji,tracer,lucio,zenyatta,dva,winston
16129,genji,soldier76,lucio,zenyatta,reinhardt,zarya
16130,junkrat,mccree,ana,lucio,reinhardt,zarya
16131,soldier76,tracer,mercy,zenyatta,dva,winston
16132,genji,soldier76,lucio,zenyatta,dva,winston
16133,genji,tracer,lucio,zenyatta,winston,zarya
16134,genji,mccree,lucio,zenyatta,dva,winston
16135,hanzo,junkrat,pharah,mercy,dva,winston
16136,torbjorn,genji,soldier76,ana,reinhardt,zarya
16137,sombra,tracer,ana,lucio,dva,winston
16138,genji,sombra,tracer,lucio,dva,winston
16139,soldier76,ana,lucio,dva,reinhardt,roadhog
16140,soldier76,tracer,ana,zenyatta,dva,winston
16141,mccree,ana,lucio,dva,reinhardt,winston
16142,mccree,tracer,ana,zenyatta,dva,winston
16143,torbjorn,tracer,ana,dva,winston,zarya
16144,genji,soldier76,ana,lucio,dva,winston
16145,genji,tracer,lucio,zenyatta,dva,winston
16146,genji,tracer,ana,lucio,dva,winston
16147,junkrat,mercy,zenyatta,dva,reinhardt,zarya
16148,doomfist,tracer,lucio,zenyatta,dva,winston
16149,genji,soldier76,tracer,ana,zenyatta,winston
16150,genji,tracer,ana,lucio,dva,winston
16151,soldier76,ana,lucio,dva,reinhardt,roadhog
16152,soldier76,sombra,tracer,ana,dva,winston
16153,reaper,ana,lucio,roadhog,winston,zarya
16154,soldier76,tracer,lucio,reinhardt,roadhog,zarya
16155,genji,tracer,ana,lucio,reinhardt,roadhog
16156,genji,pharah,ana,lucio,dva,winston
16157,genji,soldier76,tracer,ana,lucio,winston
16158,genji,sombra,tracer,lucio,dva,winston
16159,soldier76,ana,lucio,reinhardt,roadhog,zarya
16160,genji,sombra,tracer,lucio,dva,winston
16161,genji,ana,lucio,dva,roadhog,winston
16162,soldier76,tracer,ana,lucio,dva,winston
16163,genji,tracer,lucio,zenyatta,dva,winston
16164,genji,sombra,sombra,sombra,ana,lucio
16165,tracer,ana,lucio,dva,reinhardt,roadhog
16166,mei,ana,lucio,dva,reinhardt,zarya
16167,junkrat,mercy,zenyatta,roadhog,winston,zarya
16168,genji,pharah,mercy,zenyatta,dva,winston
16169,pharah,tracer,lucio,reinhardt,winston,zarya
16170,genji,reaper,ana,lucio,reinhardt,zarya
16171,soldier76,ana,zenyatta,reinhardt,roadhog,zarya
16172,genji,mccree,ana,lucio,dva,reinhardt
16173,doomfist,tracer,lucio,zenyatta,dva,winston
16174,doomfist,tracer,mercy,zenyatta,dva,winston
16175,genji,tracer,lucio,zenyatta,dva,winston
16176,genji,tracer,lucio,zenyatta,winston,zarya
16177,genji,tracer,ana,zenyatta,dva,winston
16178,mei,soldier76,ana,lucio,reinhardt,roadhog
16179,mccree,reaper,tracer,ana,lucio,reinhardt
16180,soldier76,ana,lucio,dva,reinhardt,roadhog
16181,junkrat,mccree,mercy,zenyatta,roadhog,winston
16182,mei,genji,ana,lucio,dva,winston
16183,soldier76,sombra,tracer,ana,dva,winston
16184,genji,tracer,ana,lucio,dva,winston
16185,mccree,tracer,ana,reinhardt,roadhog,winston
16186,genji,tracer,ana,lucio,dva,winston
16187,pharah,tracer,lucio,mercy,dva,winston
16188,genji,soldier76,tracer,ana,zenyatta,winston
16189,junkrat,mccree,ana,lucio,dva,reinhardt
16190,hanzo,genji,mercy,zenyatta,dva,winston
16191,genji,ana,lucio,dva,reinhardt,winston
16192,soldier76,ana,lucio,dva,roadhog,winston
16193,genji,tracer,lucio,zenyatta,dva,winston
16194,junkrat,mccree,ana,lucio,winston,zarya
16195,genji,tracer,ana,lucio,reinhardt,zarya
16196,genji,tracer,lucio,zenyatta,dva,winston
16197,widowmaker,tracer,lucio,zenyatta,dva,orisa
16198,torbjorn,soldier76,tracer,mercy,dva,orisa
16199,mei,sombra,tracer,lucio,dva,winston
16200,genji,tracer,ana,lucio,dva,winston
16201,soldier76,tracer,ana,lucio,reinhardt,roadhog
16202,pharah,tracer,lucio,mercy,dva,winston
16203,doomfist,tracer,lucio,zenyatta,dva,winston
16204,genji,soldier76,tracer,lucio,zenyatta,winston
16205,pharah,ana,lucio,reinhardt,roadhog,zarya
16206,mei,pharah,ana,lucio,dva,reinhardt
16207,genji,tracer,ana,lucio,roadhog,winston
16208,torbjorn,soldier76,tracer,ana,dva,winston
16209,hanzo,junkrat,mei,ana,lucio,reinhardt
16210,soldier76,ana,lucio,dva,reinhardt,roadhog
16211,hanzo,ana,lucio,dva,reinhardt,zarya
16212,soldier76,lucio,zenyatta,dva,roadhog,winston
16213,widowmaker,tracer,ana,lucio,dva,winston
16214,reaper,soldier76,tracer,ana,lucio,winston
16215,soldier76,tracer,ana,lucio,dva,winston
16216,genji,mccree,ana,lucio,dva,winston
16217,pharah,tracer,lucio,mercy,dva,winston
16218,soldier76,ana,lucio,reinhardt,roadhog,winston
16219,tracer,ana,lucio,dva,reinhardt,zarya
16220,mccree,ana,lucio,dva,reinhardt,roadhog
16221,hanzo,widowmaker,lucio,zenyatta,dva,reinhardt
16222,soldier76,tracer,mercy,zenyatta,dva,winston
16223,widowmaker,genji,mercy,zenyatta,dva,winston
16224,doomfist,soldier76,mercy,zenyatta,dva,winston
16225,pharah,sombra,lucio,zenyatta,reinhardt,roadhog
16226,genji,ana,lucio,reinhardt,roadhog,zarya
16227,soldier76,ana,lucio,reinhardt,roadhog,zarya
16228,genji,soldier76,tracer,lucio,dva,winston
16229,widowmaker,tracer,ana,lucio,winston,zarya
16230,genji,soldier76,tracer,ana,zenyatta,winston
16231,mei,doomfist,tracer,ana,dva,winston
16232,mei,sombra,tracer,ana,lucio,dva
16233,reaper,soldier76,lucio,zenyatta,dva,winston
16234,genji,reaper,lucio,zenyatta,dva,winston
16235,pharah,tracer,lucio,zenyatta,reinhardt,zarya
16236,bastion,soldier76,lucio,zenyatta,winston,zarya
16237,soldier76,tracer,ana,lucio,reinhardt,zarya
16238,soldier76,tracer,moira,zenyatta,dva,winston
16239,soldier76,sombra,tracer,zenyatta,dva,winston
16240,sombra,tracer,lucio,zenyatta,dva,winston
16241,genji,tracer,ana,lucio,dva,winston
16242,genji,tracer,ana,lucio,dva,winston
16243,mccree,tracer,lucio,moira,reinhardt,roadhog
16244,genji,soldier76,tracer,lucio,zenyatta,winston
16245,soldier76,tracer,ana,lucio,reinhardt,zarya
16246,mei,soldier76,sombra,tracer,dva,winston
16247,genji,pharah,tracer,lucio,reinhardt,winston
16248,pharah,tracer,mercy,zenyatta,dva,roadhog
16249,soldier76,tracer,ana,lucio,reinhardt,roadhog
16250,mei,mccree,reaper,soldier76,sombra,dva
16251,doomfist,mccree,lucio,zenyatta,dva,winston
16252,genji,soldier76,tracer,ana,lucio,winston
16253,soldier76,tracer,lucio,zenyatta,dva,winston
16254,junkrat,tracer,mercy,moira,dva,winston
16255,soldier76,ana,lucio,reinhardt,roadhog,zarya
16256,tracer,ana,lucio,reinhardt,roadhog,winston
16257,genji,tracer,ana,lucio,dva,winston
16258,junkrat,torbjorn,mercy,zenyatta,dva,orisa
16259,ana,lucio,dva,reinhardt,roadhog,zarya
16260,mei,ana,lucio,dva,reinhardt,zarya
16261,tracer,lucio,zenyatta,dva,reinhardt,zarya
16262,soldier76,ana,lucio,dva,reinhardt,roadhog
16263,mccree,soldier76,ana,lucio,roadhog,winston
16264,junkrat,torbjorn,widowmaker,mercy,dva,orisa
16265,junkrat,soldier76,ana,lucio,reinhardt,zarya
16266,pharah,soldier76,mercy,zenyatta,dva,winston
16267,genji,soldier76,tracer,lucio,dva,winston
16268,sombra,tracer,ana,lucio,dva,winston
16269,mei,genji,sombra,tracer,lucio,dva
16270,torbjorn,soldier76,tracer,ana,dva,winston
16271,soldier76,tracer,lucio,mercy,dva,winston
16272,genji,sombra,tracer,lucio,dva,winston
16273,doomfist,soldier76,tracer,lucio,dva,winston
16274,junkrat,tracer,mercy,zenyatta,dva,winston
16275,ana,symmetra,dva,reinhardt,roadhog,zarya
16276,torbjorn,soldier76,ana,dva,reinhardt,zarya
16277,torbjorn,soldier76,ana,dva,reinhardt,winston
16278,soldier76,ana,lucio,dva,reinhardt,roadhog
16279,hanzo,mccree,ana,lucio,reinhardt,zarya
16280,genji,tracer,ana,lucio,dva,winston
16281,mccree,tracer,mercy,zenyatta,dva,winston
16282,soldier76,sombra,lucio,zenyatta,dva,winston
16283,tracer,ana,lucio,roadhog,winston,zarya
16284,tracer,ana,lucio,dva,reinhardt,zarya
16285,tracer,ana,lucio,dva,roadhog,winston
16286,widowmaker,pharah,ana,mercy,reinhardt,zarya
16287,doomfist,sombra,tracer,lucio,dva,winston
16288,doomfist,mccree,ana,lucio,reinhardt,zarya
16289,soldier76,ana,lucio,reinhardt,roadhog,zarya
16290,widowmaker,ana,lucio,dva,reinhardt,zarya
16291,reaper,ana,lucio,reinhardt,roadhog,zarya
16292,doomfist,soldier76,ana,mercy,dva,winston
16293,mei,sombra,tracer,ana,dva,winston
16294,genji,tracer,mercy,zenyatta,dva,winston
16295,genji,mccree,mercy,zenyatta,dva,winston
16296,genji,tracer,ana,lucio,dva,winston
16297,doomfist,mccree,ana,lucio,orisa,reinhardt
16298,genji,soldier76,ana,lucio,reinhardt,zarya
16299,pharah,ana,lucio,reinhardt,roadhog,zarya
16300,genji,tracer,ana,lucio,dva,winston
16301,hanzo,lucio,zenyatta,reinhardt,roadhog,zarya
16302,genji,soldier76,ana,lucio,dva,reinhardt
16303,junkrat,lucio,mercy,dva,roadhog,winston
16304,genji,tracer,ana,lucio,reinhardt,zarya
16305,mei,ana,lucio,reinhardt,roadhog,zarya
16306,soldier76,sombra,tracer,lucio,dva,winston
16307,genji,tracer,ana,lucio,dva,winston
16308,soldier76,sombra,tracer,lucio,dva,winston
16309,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
16310,mccree,tracer,ana,lucio,winston,zarya
16311,doomfist,tracer,lucio,zenyatta,dva,winston
16312,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
16313,mccree,tracer,lucio,zenyatta,dva,winston
16314,genji,tracer,ana,lucio,dva,winston
16315,soldier76,tracer,lucio,zenyatta,dva,winston
16316,genji,sombra,lucio,dva,roadhog,winston
16317,mccree,tracer,mercy,dva,roadhog,winston
16318,torbjorn,soldier76,ana,dva,reinhardt,zarya
16319,junkrat,mercy,zenyatta,dva,winston,zarya
16320,pharah,tracer,ana,lucio,dva,reinhardt
16321,mei,tracer,ana,lucio,reinhardt,winston
16322,mccree,reaper,lucio,zenyatta,reinhardt,winston
16323,soldier76,tracer,lucio,zenyatta,dva,winston
16324,soldier76,tracer,lucio,zenyatta,dva,winston
16325,genji,soldier76,tracer,lucio,dva,winston
16326,junkrat,torbjorn,widowmaker,mercy,dva,winston
16327,genji,soldier76,tracer,lucio,zenyatta,winston
16328,soldier76,ana,zenyatta,dva,reinhardt,roadhog
16329,mccree,tracer,moira,zenyatta,dva,winston
16330,soldier76,ana,lucio,dva,reinhardt,zarya
16331,genji,tracer,ana,lucio,roadhog,winston
16332,genji,ana,lucio,reinhardt,winston,zarya
16333,mccree,tracer,mercy,zenyatta,roadhog,winston
16334,genji,ana,lucio,dva,reinhardt,zarya
16335,mei,reaper,ana,lucio,reinhardt,roadhog
16336,soldier76,tracer,lucio,zenyatta,dva,winston
16337,genji,pharah,tracer,lucio,reinhardt,winston
16338,genji,tracer,lucio,zenyatta,reinhardt,winston
16339,reaper,ana,lucio,dva,reinhardt,roadhog
16340,doomfist,pharah,lucio,mercy,dva,winston
16341,pharah,tracer,ana,lucio,reinhardt,winston
16342,widowmaker,sombra,tracer,zenyatta,dva,winston
16343,pharah,tracer,mercy,zenyatta,dva,winston
16344,genji,tracer,lucio,zenyatta,dva,winston
16345,soldier76,sombra,ana,lucio,dva,winston
16346,genji,tracer,ana,lucio,dva,reinhardt
16347,reaper,sombra,tracer,lucio,dva,winston
16348,mccree,ana,zenyatta,dva,dva,reinhardt
16349,soldier76,tracer,lucio,dva,reinhardt,winston
16350,reaper,tracer,ana,lucio,reinhardt,zarya
16351,genji,tracer,ana,dva,winston,zarya
16352,soldier76,tracer,lucio,zenyatta,dva,winston
16353,sombra,tracer,moira,zenyatta,dva,roadhog
16354,genji,tracer,lucio,zenyatta,dva,winston
16355,genji,tracer,lucio,zenyatta,reinhardt,zarya
16356,mei,genji,sombra,tracer,lucio,dva
16357,tracer,ana,lucio,reinhardt,roadhog,zarya
16358,soldier76,ana,lucio,dva,reinhardt,roadhog
16359,sombra,tracer,mercy,zenyatta,dva,roadhog
16360,doomfist,tracer,lucio,zenyatta,dva,winston
16361,genji,sombra,tracer,lucio,dva,winston
16362,mei,sombra,tracer,lucio,dva,winston
16363,genji,pharah,tracer,lucio,zenyatta,winston
16364,soldier76,ana,lucio,dva,reinhardt,roadhog
16365,widowmaker,tracer,mercy,zenyatta,dva,winston
16366,widowmaker,genji,ana,lucio,dva,winston
16367,widowmaker,genji,ana,lucio,winston,zarya
16368,genji,mccree,lucio,zenyatta,winston,zarya
16369,pharah,tracer,mercy,zenyatta,dva,winston
16370,soldier76,tracer,mercy,zenyatta,dva,winston
16371,mei,reaper,ana,lucio,reinhardt,roadhog
16372,soldier76,tracer,ana,dva,reinhardt,zarya
16373,tracer,ana,lucio,roadhog,winston,zarya
16374,genji,tracer,lucio,zenyatta,winston,zarya
16375,mei,genji,tracer,lucio,dva,winston
16376,sombra,tracer,ana,zenyatta,dva,winston
16377,genji,tracer,lucio,zenyatta,dva,winston
16378,genji,tracer,ana,lucio,dva,winston
16379,genji,soldier76,tracer,ana,lucio,winston
16380,mei,doomfist,tracer,lucio,dva,winston
16381,mccree,reaper,ana,lucio,winston,zarya
16382,widowmaker,soldier76,ana,lucio,reinhardt,roadhog
16383,mei,widowmaker,sombra,tracer,dva,winston
16384,genji,tracer,ana,lucio,dva,winston
16385,mccree,ana,lucio,reinhardt,roadhog,zarya
16386,soldier76,tracer,lucio,zenyatta,dva,winston
16387,genji,pharah,tracer,ana,winston,zarya
16388,soldier76,tracer,ana,lucio,reinhardt,zarya
16389,genji,tracer,lucio,zenyatta,dva,winston
16390,mei,ana,lucio,reinhardt,roadhog,zarya
16391,soldier76,sombra,tracer,lucio,dva,winston
16392,soldier76,sombra,tracer,lucio,dva,winston
16393,genji,tracer,lucio,zenyatta,dva,winston
16394,widowmaker,tracer,ana,mercy,reinhardt,zarya
16395,pharah,soldier76,lucio,mercy,dva,winston
16396,torbjorn,soldier76,ana,dva,reinhardt,roadhog
16397,genji,soldier76,lucio,zenyatta,dva,winston
16398,widowmaker,genji,soldier76,ana,lucio,winston
16399,genji,tracer,ana,lucio,dva,winston
16400,soldier76,tracer,lucio,zenyatta,dva,winston
16401,tracer,ana,lucio,dva,reinhardt,roadhog
16402,genji,tracer,lucio,zenyatta,dva,winston
16403,genji,tracer,mercy,zenyatta,dva,winston
16404,tracer,ana,lucio,reinhardt,winston,zarya
16405,genji,soldier76,tracer,ana,lucio,winston
16406,soldier76,tracer,ana,mercy,reinhardt,winston
16407,soldier76,tracer,lucio,zenyatta,dva,winston
16408,mccree,tracer,ana,lucio,dva,winston
16409,genji,tracer,ana,lucio,dva,winston
16410,soldier76,tracer,ana,lucio,reinhardt,zarya
16411,mei,mccree,ana,lucio,reinhardt,zarya
16412,genji,tracer,ana,lucio,reinhardt,winston
16413,genji,tracer,lucio,zenyatta,winston,zarya
16414,genji,tracer,lucio,zenyatta,dva,winston
16415,pharah,tracer,ana,lucio,reinhardt,zarya
16416,mccree,reaper,ana,lucio,reinhardt,zarya
16417,genji,tracer,ana,lucio,dva,winston
16418,soldier76,tracer,ana,lucio,winston,zarya
16419,reaper,lucio,zenyatta,dva,reinhardt,zarya
16420,mei,ana,reinhardt,roadhog,winston,zarya
16421,genji,tracer,ana,lucio,winston,zarya
16422,mei,ana,lucio,reinhardt,roadhog,zarya
16423,genji,soldier76,tracer,lucio,zenyatta,winston
16424,pharah,tracer,ana,lucio,reinhardt,zarya
16425,genji,tracer,ana,lucio,reinhardt,roadhog
16426,genji,tracer,ana,lucio,dva,winston
16427,pharah,tracer,lucio,zenyatta,dva,winston
16428,genji,mccree,lucio,zenyatta,dva,winston
16429,junkrat,tracer,mercy,zenyatta,dva,winston
16430,soldier76,ana,lucio,dva,reinhardt,zarya
16431,soldier76,ana,zenyatta,dva,reinhardt,roadhog
16432,junkrat,tracer,mercy,zenyatta,dva,orisa
16433,mccree,ana,lucio,dva,reinhardt,zarya
16434,reaper,tracer,ana,lucio,dva,winston
16435,hanzo,mccree,ana,lucio,reinhardt,zarya
16436,genji,soldier76,tracer,mercy,zenyatta,dva
16437,soldier76,tracer,lucio,zenyatta,dva,winston
16438,mccree,tracer,lucio,zenyatta,winston,zarya
16439,genji,sombra,tracer,lucio,dva,winston
16440,genji,tracer,lucio,zenyatta,dva,winston
16441,mei,reaper,ana,lucio,reinhardt,winston
16442,genji,soldier76,ana,lucio,reinhardt,roadhog
16443,widowmaker,tracer,mercy,zenyatta,dva,winston
16444,mei,tracer,ana,lucio,dva,winston
16445,mei,soldier76,ana,lucio,dva,zarya
16446,bastion,soldier76,ana,lucio,dva,reinhardt
16447,mccree,ana,lucio,dva,reinhardt,roadhog
16448,reaper,tracer,mercy,zenyatta,dva,orisa
16449,genji,tracer,lucio,mercy,roadhog,winston
16450,sombra,tracer,lucio,dva,winston,zarya
16451,genji,pharah,soldier76,tracer,lucio,winston
16452,ana,lucio,dva,reinhardt,roadhog,winston
16453,soldier76,sombra,tracer,lucio,dva,winston
16454,tracer,ana,lucio,dva,reinhardt,winston
16455,pharah,tracer,lucio,zenyatta,winston,zarya
16456,junkrat,soldier76,tracer,mercy,zenyatta,dva
16457,genji,tracer,lucio,zenyatta,dva,winston
16458,mei,reaper,tracer,lucio,zenyatta,winston
16459,pharah,ana,mercy,roadhog,winston,zarya
16460,soldier76,ana,lucio,reinhardt,roadhog,zarya
16461,mei,tracer,lucio,zenyatta,reinhardt,zarya
16462,genji,tracer,lucio,zenyatta,reinhardt,winston
16463,ana,lucio,dva,roadhog,roadhog,winston
16464,doomfist,reaper,tracer,lucio,roadhog,winston
16465,junkrat,tracer,lucio,zenyatta,dva,winston
16466,genji,tracer,lucio,zenyatta,dva,winston
16467,soldier76,ana,lucio,zenyatta,reinhardt,roadhog
16468,genji,tracer,ana,lucio,roadhog,winston
16469,soldier76,tracer,lucio,zenyatta,dva,winston
16470,soldier76,tracer,lucio,zenyatta,dva,winston
