,Map,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
14811,Hanamura_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14812,Eichenwalde_Attack,junkrat,tracer,lucio,zenyatta,winston,zarya
14813,Horizon Lunar Colony_Attack,soldier76,sombra,tracer,lucio,dva,winston
14814,Volskaya Industries_Attack,soldier76,lucio,zenyatta,dva,roadhog,winston
14815,Hanamura_Attack,genji,tracer,ana,lucio,dva,winston
14816,Lijiang Tower_Night Market,mei,ana,lucio,dva,reinhardt,roadhog
14817,Hollywood_Attack,genji,tracer,mercy,zenyatta,dva,winston
14818,Watchpoint: Gibraltar_Attack,mccree,soldier76,ana,lucio,dva,reinhardt
14819,Temple of Anubis_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
14820,Ilios_Lighthouse,genji,tracer,lucio,zenyatta,dva,winston
14821,Dorado_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
14822,Nepal_Shrine,soldier76,tracer,ana,lucio,dva,reinhardt
14823,Nepal_Village,genji,tracer,ana,lucio,dva,winston
14824,Junkertown_Attack,junkrat,widowmaker,mercy,zenyatta,orisa,roadhog
14825,Ilios_Lighthouse,genji,tracer,ana,lucio,winston,zarya
14826,King's Row_Defense,mccree,mccree,ana,lucio,reinhardt,roadhog
14827,Eichenwalde_Defense,junkrat,mccree,mercy,zenyatta,orisa,roadhog
14828,King's Row_Attack,genji,tracer,lucio,zenyatta,dva,winston
14829,Route 66_Defense,reaper,sombra,tracer,lucio,dva,winston
14830,Eichenwalde_Defense,sombra,tracer,lucio,zenyatta,dva,winston
14831,King's Row_Attack,pharah,ana,lucio,reinhardt,roadhog,zarya
14832,King's Row_Attack,soldier76,sombra,ana,lucio,reinhardt,roadhog
14833,Lijiang Tower_Night Market,genji,soldier76,tracer,lucio,zenyatta,winston
14834,Dorado_Defense,mccree,reaper,ana,lucio,reinhardt,zarya
14835,Dorado_Attack,pharah,soldier76,tracer,lucio,mercy,dva
14836,Temple of Anubis_Defense,genji,sombra,tracer,mercy,dva,winston
14837,Watchpoint: Gibraltar_Defense,genji,soldier76,ana,lucio,dva,winston
14838,Hollywood_Defense,torbjorn,soldier76,ana,dva,reinhardt,zarya
14839,King's Row_Attack,hanzo,widowmaker,genji,ana,lucio,zarya
14840,Volskaya Industries_Defense,mei,soldier76,ana,lucio,reinhardt,roadhog
14841,Lijiang Tower_Night Market,soldier76,tracer,lucio,zenyatta,dva,winston
14842,Hollywood_Defense,tracer,ana,mercy,reinhardt,roadhog,zarya
14843,Lijiang Tower_Garden,soldier76,tracer,lucio,zenyatta,dva,winston
14844,King's Row_Defense,junkrat,ana,lucio,dva,reinhardt,roadhog
14845,Volskaya Industries_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14846,Temple of Anubis_Attack,reaper,sombra,tracer,lucio,dva,winston
14847,King's Row_Attack,soldier76,ana,lucio,dva,reinhardt,zarya
14848,Temple of Anubis_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
14849,Lijiang Tower_Garden,genji,tracer,ana,lucio,dva,zarya
14850,Route 66_Defense,mccree,soldier76,ana,lucio,dva,reinhardt
14851,Hanamura_Defense,mei,ana,lucio,dva,reinhardt,roadhog
14852,Horizon Lunar Colony_Defense,junkrat,soldier76,mercy,zenyatta,dva,winston
14853,Nepal_Shrine,pharah,tracer,lucio,mercy,dva,winston
14854,Volskaya Industries_Defense,soldier76,sombra,tracer,lucio,dva,winston
14855,Dorado_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
14856,Route 66_Defense,genji,sombra,tracer,lucio,dva,winston
14857,Nepal_Sanctum,genji,tracer,lucio,zenyatta,dva,winston
14858,Hollywood_Attack,pharah,tracer,lucio,zenyatta,dva,winston
14859,Temple of Anubis_Defense,junkrat,reaper,sombra,lucio,dva,winston
14860,Temple of Anubis_Attack,soldier76,tracer,ana,lucio,dva,winston
14861,Horizon Lunar Colony_Attack,pharah,lucio,mercy,dva,reinhardt,zarya
14862,Nepal_Shrine,genji,tracer,lucio,zenyatta,dva,winston
14863,Dorado_Defense,genji,tracer,ana,lucio,dva,winston
14864,Route 66_Defense,mei,tracer,lucio,zenyatta,winston,zarya
14865,Nepal_Sanctum,soldier76,ana,lucio,dva,reinhardt,zarya
14866,Lijiang Tower_Night Market,genji,tracer,ana,lucio,dva,winston
14867,Eichenwalde_Attack,mccree,soldier76,tracer,mercy,dva,winston
14868,Numbani_Defense,mei,tracer,ana,lucio,reinhardt,zarya
14869,Numbani_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
14870,Volskaya Industries_Attack,soldier76,sombra,tracer,lucio,winston,zarya
14871,Numbani_Defense,mccree,tracer,lucio,zenyatta,dva,winston
14872,Hollywood_Defense,soldier76,sombra,tracer,lucio,zenyatta,reinhardt
14873,Ilios_Well,genji,tracer,ana,lucio,reinhardt,zarya
14874,Hollywood_Attack,mei,reaper,ana,lucio,reinhardt,zarya
14875,Volskaya Industries_Attack,mccree,tracer,ana,lucio,dva,winston
14876,Volskaya Industries_Attack,genji,mccree,lucio,zenyatta,dva,winston
14877,Hollywood_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
14878,Watchpoint: Gibraltar_Defense,mccree,reaper,ana,lucio,reinhardt,zarya
14879,Junkertown_Attack,hanzo,widowmaker,mercy,zenyatta,dva,roadhog
14880,Route 66_Defense,mei,tracer,ana,lucio,dva,reinhardt
14881,Numbani_Defense,tracer,ana,lucio,dva,roadhog,winston
14882,Volskaya Industries_Defense,soldier76,sombra,tracer,lucio,dva,winston
14883,Route 66_Attack,reaper,ana,lucio,reinhardt,roadhog,zarya
14884,King's Row_Defense,genji,tracer,lucio,zenyatta,reinhardt,zarya
14885,Temple of Anubis_Defense,genji,soldier76,ana,lucio,dva,winston
14886,Junkertown_Attack,genji,tracer,mercy,zenyatta,dva,winston
14887,Temple of Anubis_Defense,genji,sombra,ana,mercy,dva,winston
14888,Junkertown_Defense,genji,tracer,mercy,zenyatta,dva,winston
14889,Junkertown_Defense,widowmaker,genji,mercy,zenyatta,dva,roadhog
14890,Lijiang Tower_Control Center,soldier76,sombra,tracer,lucio,dva,winston
14891,Route 66_Attack,reaper,tracer,ana,lucio,reinhardt,zarya
14892,Temple of Anubis_Attack,reaper,sombra,tracer,lucio,dva,winston
14893,Volskaya Industries_Attack,genji,tracer,ana,lucio,dva,winston
14894,Hollywood_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
14895,Eichenwalde_Defense,soldier76,tracer,ana,lucio,dva,winston
14896,Temple of Anubis_Defense,genji,tracer,lucio,zenyatta,dva,winston
14897,Hanamura_Attack,pharah,tracer,ana,lucio,dva,winston
14898,Hollywood_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14899,Hollywood_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
14900,Numbani_Defense,torbjorn,pharah,soldier76,ana,mercy,dva
14901,Hanamura_Defense,mei,tracer,ana,zenyatta,dva,zarya
14902,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,reinhardt
14903,Temple of Anubis_Defense,genji,tracer,ana,lucio,reinhardt,winston
14904,Ilios_Ruins,soldier76,tracer,lucio,zenyatta,dva,winston
14905,Watchpoint: Gibraltar_Attack,hanzo,reaper,ana,lucio,reinhardt,zarya
14906,King's Row_Attack,mccree,reaper,lucio,zenyatta,reinhardt,winston
14907,Junkertown_Attack,pharah,tracer,mercy,zenyatta,dva,winston
14908,Temple of Anubis_Defense,junkrat,mei,tracer,zenyatta,dva,winston
14909,Hollywood_Attack,genji,tracer,ana,lucio,reinhardt,zarya
14910,Eichenwalde_Defense,tracer,ana,lucio,dva,reinhardt,roadhog
14911,Hanamura_Attack,genji,tracer,ana,lucio,dva,winston
14912,King's Row_Defense,doomfist,tracer,ana,lucio,dva,reinhardt
14913,Lijiang Tower_Control Center,genji,sombra,tracer,lucio,reinhardt,zarya
14914,Ilios_Well,mccree,tracer,ana,lucio,dva,winston
14915,Route 66_Defense,mei,tracer,ana,lucio,winston,zarya
14916,Ilios_Ruins,soldier76,tracer,ana,lucio,reinhardt,zarya
14917,Volskaya Industries_Defense,mei,genji,tracer,lucio,dva,winston
14918,Eichenwalde_Defense,mccree,ana,lucio,dva,reinhardt,zarya
14919,Route 66_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
14920,Numbani_Attack,pharah,lucio,mercy,dva,winston,zarya
14921,Nepal_Sanctum,soldier76,tracer,lucio,zenyatta,reinhardt,zarya
14922,Temple of Anubis_Defense,tracer,ana,lucio,dva,roadhog,winston
14923,Ilios_Ruins,genji,tracer,ana,lucio,winston,zarya
14924,Horizon Lunar Colony_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14925,Eichenwalde_Defense,soldier76,ana,lucio,dva,zarya,zarya
14926,Dorado_Attack,genji,tracer,lucio,zenyatta,dva,winston
14927,Temple of Anubis_Defense,mei,genji,reaper,lucio,reinhardt,zarya
14928,Hollywood_Defense,mei,tracer,ana,lucio,dva,reinhardt
14929,Dorado_Attack,doomfist,tracer,lucio,zenyatta,dva,winston
14930,Ilios_Well,genji,mccree,tracer,lucio,zenyatta,winston
14931,Ilios_Ruins,genji,sombra,tracer,lucio,dva,winston
14932,Numbani_Attack,soldier76,sombra,tracer,zenyatta,dva,reinhardt
14933,Lijiang Tower_Garden,pharah,ana,lucio,reinhardt,roadhog,zarya
14934,Eichenwalde_Defense,genji,mccree,ana,lucio,reinhardt,winston
14935,Oasis_University,soldier76,tracer,lucio,zenyatta,dva,winston
14936,Hanamura_Defense,genji,tracer,lucio,zenyatta,dva,winston
14937,Temple of Anubis_Defense,sombra,tracer,ana,lucio,dva,winston
14938,Temple of Anubis_Attack,widowmaker,genji,soldier76,lucio,zenyatta,winston
14939,Oasis_Gardens,junkrat,tracer,mercy,zenyatta,orisa,roadhog
14940,Volskaya Industries_Attack,genji,tracer,lucio,zenyatta,dva,winston
14941,Numbani_Defense,mei,mccree,tracer,ana,lucio,reinhardt
14942,Nepal_Shrine,soldier76,lucio,zenyatta,dva,reinhardt,zarya
14943,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,dva,roadhog
14944,Dorado_Attack,reaper,tracer,ana,lucio,winston,zarya
14945,Route 66_Defense,soldier76,tracer,ana,lucio,dva,winston
14946,Horizon Lunar Colony_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14947,Route 66_Defense,genji,tracer,ana,lucio,dva,winston
14948,Oasis_Gardens,soldier76,tracer,lucio,zenyatta,dva,winston
14949,Ilios_Well,pharah,tracer,lucio,mercy,dva,winston
14950,Hollywood_Attack,widowmaker,tracer,lucio,zenyatta,reinhardt,zarya
14951,Route 66_Defense,reaper,tracer,ana,lucio,reinhardt,zarya
14952,Numbani_Defense,soldier76,tracer,ana,mercy,dva,winston
14953,Dorado_Attack,pharah,tracer,lucio,mercy,dva,winston
14954,Nepal_Shrine,soldier76,sombra,tracer,lucio,dva,winston
14955,Dorado_Defense,mei,ana,lucio,dva,reinhardt,roadhog
14956,Eichenwalde_Attack,genji,tracer,lucio,zenyatta,winston,zarya
14957,Nepal_Sanctum,pharah,ana,lucio,reinhardt,roadhog,zarya
14958,Lijiang Tower_Night Market,tracer,ana,lucio,dva,reinhardt,roadhog
14959,King's Row_Defense,genji,tracer,lucio,zenyatta,reinhardt,winston
14960,Lijiang Tower_Garden,pharah,soldier76,tracer,lucio,zenyatta,winston
14961,Temple of Anubis_Attack,genji,pharah,ana,lucio,dva,winston
14962,Junkertown_Defense,bastion,mercy,zenyatta,dva,orisa,roadhog
14963,Nepal_Shrine,tracer,ana,lucio,dva,winston,zarya
14964,Temple of Anubis_Defense,junkrat,genji,sombra,lucio,dva,winston
14965,Volskaya Industries_Defense,mei,sombra,tracer,lucio,dva,winston
14966,Watchpoint: Gibraltar_Defense,soldier76,tracer,ana,lucio,dva,winston
14967,Nepal_Sanctum,junkrat,tracer,lucio,zenyatta,dva,winston
14968,Oasis_University,junkrat,mccree,mercy,zenyatta,dva,winston
14969,Hollywood_Defense,sombra,tracer,lucio,zenyatta,dva,winston
14970,Hollywood_Attack,hanzo,reaper,lucio,zenyatta,reinhardt,zarya
14971,Volskaya Industries_Attack,widowmaker,genji,pharah,lucio,mercy,dva
14972,Temple of Anubis_Defense,mei,ana,lucio,dva,reinhardt,roadhog
14973,Oasis_Gardens,pharah,tracer,lucio,mercy,dva,winston
14974,Hanamura_Defense,mei,sombra,tracer,lucio,dva,winston
14975,Temple of Anubis_Attack,soldier76,sombra,tracer,lucio,dva,winston
14976,Temple of Anubis_Attack,widowmaker,genji,ana,lucio,dva,winston
14977,Temple of Anubis_Defense,mei,genji,tracer,lucio,dva,winston
14978,Hollywood_Attack,genji,ana,lucio,dva,reinhardt,roadhog
14979,Route 66_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
14980,Hanamura_Attack,soldier76,ana,lucio,dva,roadhog,winston
14981,King's Row_Attack,pharah,ana,lucio,dva,reinhardt,zarya
14982,Route 66_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14983,Volskaya Industries_Attack,mccree,tracer,ana,lucio,reinhardt,roadhog
14984,Ilios_Ruins,widowmaker,tracer,lucio,zenyatta,dva,winston
14985,Hollywood_Defense,mccree,ana,lucio,dva,roadhog,winston
14986,Temple of Anubis_Attack,genji,soldier76,tracer,zenyatta,dva,winston
14987,Temple of Anubis_Attack,pharah,ana,lucio,dva,reinhardt,roadhog
14988,Volskaya Industries_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14989,King's Row_Attack,soldier76,ana,lucio,dva,reinhardt,zarya
14990,Lijiang Tower_Control Center,genji,tracer,lucio,zenyatta,dva,winston
14991,Ilios_Lighthouse,genji,tracer,mercy,zenyatta,roadhog,winston
14992,Hollywood_Defense,sombra,tracer,ana,lucio,dva,winston
14993,Dorado_Attack,genji,soldier76,tracer,lucio,dva,winston
14994,Lijiang Tower_Night Market,mccree,lucio,zenyatta,dva,reinhardt,zarya
14995,Horizon Lunar Colony_Attack,soldier76,sombra,tracer,lucio,dva,winston
14996,King's Row_Defense,mei,doomfist,mccree,lucio,dva,winston
14997,Hanamura_Defense,genji,tracer,lucio,zenyatta,reinhardt,zarya
14998,Numbani_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14999,Lijiang Tower_Garden,pharah,tracer,lucio,mercy,dva,winston
15000,Dorado_Defense,soldier76,tracer,ana,lucio,reinhardt,roadhog
15001,Watchpoint: Gibraltar_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
15002,Hollywood_Attack,genji,ana,lucio,dva,reinhardt,zarya
15003,Hollywood_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
15004,Ilios_Lighthouse,pharah,ana,lucio,dva,reinhardt,roadhog
15005,Dorado_Defense,soldier76,ana,symmetra,reinhardt,roadhog,zarya
15006,King's Row_Attack,tracer,lucio,zenyatta,dva,reinhardt,roadhog
15007,Dorado_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
15008,Oasis_University,genji,sombra,lucio,dva,roadhog,winston
15009,Lijiang Tower_Garden,mccree,ana,lucio,dva,roadhog,winston
15010,Hanamura_Defense,genji,tracer,lucio,zenyatta,reinhardt,zarya
15011,Temple of Anubis_Defense,torbjorn,tracer,ana,dva,winston,zarya
15012,King's Row_Attack,soldier76,tracer,ana,lucio,dva,winston
15013,Numbani_Defense,soldier76,tracer,ana,lucio,dva,winston
15014,Numbani_Defense,soldier76,tracer,ana,lucio,dva,winston
15015,Dorado_Attack,soldier76,tracer,lucio,mercy,dva,winston
15016,Volskaya Industries_Defense,reaper,sombra,tracer,lucio,dva,winston
15017,King's Row_Attack,sombra,tracer,lucio,zenyatta,reinhardt,roadhog
15018,Numbani_Attack,mccree,pharah,ana,mercy,winston,zarya
15019,Nepal_Village,reaper,tracer,ana,lucio,reinhardt,zarya
15020,Eichenwalde_Defense,mccree,ana,lucio,reinhardt,roadhog,zarya
15021,Ilios_Ruins,tracer,ana,lucio,dva,winston,zarya
15022,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
15023,Dorado_Attack,mccree,tracer,lucio,zenyatta,dva,winston
15024,Numbani_Attack,genji,tracer,mercy,zenyatta,dva,winston
15025,Lijiang Tower_Night Market,genji,tracer,ana,lucio,winston,zarya
15026,Hollywood_Attack,hanzo,reaper,ana,lucio,reinhardt,roadhog
15027,Route 66_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
15028,Hollywood_Attack,pharah,soldier76,tracer,lucio,zenyatta,winston
15029,King's Row_Defense,doomfist,tracer,ana,lucio,reinhardt,zarya
15030,King's Row_Defense,tracer,ana,lucio,dva,reinhardt,zarya
15031,King's Row_Defense,widowmaker,mccree,ana,lucio,reinhardt,zarya
15032,Eichenwalde_Defense,hanzo,reaper,ana,lucio,reinhardt,zarya
15033,Oasis_University,junkrat,tracer,lucio,zenyatta,orisa,roadhog
15034,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
15035,King's Row_Defense,genji,soldier76,ana,lucio,reinhardt,roadhog
15036,Temple of Anubis_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
15037,King's Row_Defense,junkrat,tracer,ana,lucio,reinhardt,zarya
15038,Watchpoint: Gibraltar_Defense,soldier76,ana,lucio,dva,reinhardt,winston
15039,Nepal_Sanctum,soldier76,ana,lucio,reinhardt,roadhog,zarya
15040,Numbani_Attack,widowmaker,tracer,ana,lucio,dva,reinhardt
15041,Hollywood_Defense,mccree,ana,lucio,dva,reinhardt,zarya
15042,Temple of Anubis_Attack,tracer,ana,lucio,dva,roadhog,winston
15043,Hollywood_Attack,genji,pharah,tracer,lucio,mercy,winston
15044,Volskaya Industries_Attack,mei,reaper,ana,lucio,reinhardt,zarya
15045,Hanamura_Defense,genji,tracer,ana,zenyatta,dva,winston
15046,King's Row_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
15047,Lijiang Tower_Garden,soldier76,tracer,lucio,zenyatta,dva,winston
15048,King's Row_Attack,genji,tracer,lucio,zenyatta,dva,winston
15049,Eichenwalde_Attack,soldier76,ana,lucio,roadhog,winston,zarya
15050,Temple of Anubis_Defense,junkrat,sombra,tracer,mercy,dva,winston
15051,Nepal_Sanctum,genji,soldier76,tracer,lucio,zenyatta,winston
15052,King's Row_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
15053,Eichenwalde_Attack,mccree,tracer,lucio,zenyatta,reinhardt,zarya
15054,Hanamura_Defense,mccree,ana,lucio,dva,reinhardt,winston
15055,Junkertown_Defense,genji,mccree,mercy,zenyatta,dva,reinhardt
15056,Temple of Anubis_Attack,widowmaker,genji,mercy,zenyatta,dva,winston
15057,Hanamura_Attack,hanzo,doomfist,lucio,zenyatta,dva,winston
15058,Nepal_Shrine,genji,tracer,ana,lucio,dva,reinhardt
15059,Numbani_Attack,pharah,tracer,mercy,zenyatta,dva,winston
15060,Hollywood_Attack,mccree,ana,lucio,reinhardt,roadhog,zarya
15061,King's Row_Defense,bastion,pharah,ana,lucio,roadhog,zarya
15062,Hanamura_Attack,widowmaker,tracer,ana,lucio,dva,winston
15063,Numbani_Defense,torbjorn,genji,soldier76,ana,dva,winston
15064,King's Row_Attack,hanzo,genji,soldier76,lucio,zenyatta,winston
15065,Temple of Anubis_Attack,reaper,ana,ana,lucio,reinhardt,zarya
15066,Lijiang Tower_Garden,genji,tracer,ana,lucio,dva,winston
15067,Volskaya Industries_Defense,soldier76,tracer,ana,lucio,dva,winston
15068,Horizon Lunar Colony_Attack,genji,reaper,tracer,lucio,dva,winston
15069,Dorado_Attack,reaper,soldier76,tracer,ana,lucio,reinhardt
15070,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,roadhog,winston
15071,King's Row_Attack,doomfist,tracer,mercy,zenyatta,dva,winston
15072,Dorado_Attack,genji,tracer,lucio,zenyatta,dva,winston
15073,Junkertown_Attack,widowmaker,genji,mercy,zenyatta,roadhog,winston
15074,Route 66_Defense,genji,sombra,tracer,lucio,dva,winston
15075,Ilios_Lighthouse,genji,pharah,tracer,lucio,mercy,winston
15076,Volskaya Industries_Attack,genji,sombra,tracer,lucio,dva,winston
15077,Hollywood_Attack,pharah,tracer,lucio,zenyatta,dva,winston
15078,Nepal_Shrine,genji,tracer,ana,lucio,dva,winston
15079,Temple of Anubis_Defense,ana,lucio,dva,reinhardt,roadhog,winston
15080,Hollywood_Attack,genji,tracer,mercy,zenyatta,dva,winston
15081,Route 66_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
15082,Watchpoint: Gibraltar_Attack,widowmaker,genji,lucio,zenyatta,dva,winston
15083,Horizon Lunar Colony_Defense,junkrat,soldier76,mercy,zenyatta,dva,winston
15084,King's Row_Defense,pharah,tracer,ana,mercy,reinhardt,zarya
15085,Nepal_Shrine,genji,soldier76,tracer,lucio,zenyatta,winston
15086,Volskaya Industries_Attack,genji,soldier76,tracer,lucio,dva,winston
15087,Volskaya Industries_Defense,soldier76,sombra,tracer,lucio,dva,winston
15088,Hollywood_Attack,pharah,tracer,lucio,mercy,winston,zarya
15089,Watchpoint: Gibraltar_Defense,mccree,tracer,ana,lucio,reinhardt,zarya
15090,Nepal_Village,mei,reaper,tracer,lucio,zenyatta,winston
15091,Ilios_Lighthouse,tracer,ana,lucio,dva,roadhog,winston
15092,Lijiang Tower_Night Market,genji,tracer,ana,lucio,winston,zarya
15093,Oasis_City Center,soldier76,tracer,lucio,zenyatta,dva,winston
15094,Temple of Anubis_Defense,pharah,tracer,ana,lucio,reinhardt,zarya
15095,Numbani_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
15096,King's Row_Defense,genji,soldier76,ana,lucio,dva,winston
15097,Temple of Anubis_Attack,genji,ana,lucio,reinhardt,roadhog,zarya
15098,Numbani_Defense,soldier76,tracer,ana,lucio,dva,winston
15099,Nepal_Village,pharah,tracer,lucio,zenyatta,dva,winston
15100,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
15101,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
15102,Eichenwalde_Defense,genji,soldier76,tracer,lucio,winston,zarya
15103,Temple of Anubis_Defense,genji,mccree,ana,lucio,dva,winston
15104,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
15105,Ilios_Lighthouse,genji,tracer,ana,lucio,reinhardt,zarya
15106,Hollywood_Defense,hanzo,genji,lucio,zenyatta,dva,winston
15107,Route 66_Attack,mccree,tracer,lucio,zenyatta,dva,winston
15108,Lijiang Tower_Night Market,pharah,soldier76,tracer,lucio,zenyatta,winston
15109,Dorado_Attack,genji,tracer,lucio,zenyatta,winston,zarya
15110,Hanamura_Defense,mei,genji,soldier76,lucio,reinhardt,zarya
15111,Dorado_Attack,reaper,tracer,lucio,zenyatta,winston,zarya
15112,King's Row_Defense,mei,mccree,mccree,ana,lucio,roadhog
15113,Nepal_Shrine,mccree,tracer,ana,lucio,reinhardt,zarya
15114,Temple of Anubis_Defense,mei,tracer,ana,lucio,dva,winston
15115,Ilios_Lighthouse,pharah,tracer,lucio,mercy,dva,winston
15116,Eichenwalde_Defense,junkrat,mccree,mercy,zenyatta,dva,winston
15117,King's Row_Attack,genji,tracer,ana,lucio,reinhardt,roadhog
15118,Temple of Anubis_Attack,doomfist,sombra,tracer,lucio,dva,winston
15119,Route 66_Attack,mccree,tracer,mercy,zenyatta,dva,winston
15120,Numbani_Defense,mccree,reaper,ana,lucio,winston,zarya
15121,Numbani_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
15122,Hollywood_Attack,genji,soldier76,tracer,lucio,dva,reinhardt
15123,Numbani_Defense,torbjorn,soldier76,tracer,ana,dva,winston
15124,Nepal_Shrine,genji,mccree,ana,lucio,winston,zarya
15125,Dorado_Defense,genji,mccree,ana,lucio,dva,winston
15126,Lijiang Tower_Garden,genji,soldier76,lucio,zenyatta,dva,winston
15127,Junkertown_Defense,bastion,junkrat,mercy,zenyatta,orisa,roadhog
